,text
14733,"it's not working properly. always saying ""sorry, something went wrong! please try after sometime"".. i really fed up....🥵"
14734,#1 apps
14735,very good app
14736,"pathetic app. never logs in the first time, clearing cache and app data doesn't work. one has to install the app and then a previous one time login can be done, after that the story repeats. please fix this useless app and stop wasting customer's time."
14737,excellent
14738,excellent
14739,upi not working always show's technical errors
14740,how to login only credit card user there in no de card or account
14741,this app is not working properly psu bank apps are too good
14742,good app for net banking
14743,best bank
14744,excellent service render by staff of lunsikui bahai branch
14745,greatest
14746,this app is a best app
14747,i̇t's the fantastic app
14748,super
14749,nice
14750,like
14751,soo nice
14752,best messenger ever.
14753,عالییییییی
14754,بی نظیر مخصوصا رعایت آزادی بیان
14755,very good
14756,superb
14757,عاااااااللیییییئههههههه
14758,beautiful
14759,the best
14760,
14761,"asombrosa app multiplataforma, independent de un gobierno."
14762,great
14763,we need background download option .
14764,"very good app,i love it"
14765,so good
14766,awesome.
14767,best app ever
14768,i will try to install this app but my is not catch this app....
14769,good work app nice app go download
14770,"dear sir, i am waiting for, status, live streaming in main, group and channels separately. please.. thanks. dear sir/ madam, seminar and meeting, anonymous live streaming, which will be helpful for people, you are dl great. unlimited star to you and yours best team. thanking you sir.....♥️♥️"
14771,i am using this app minimum 2 years. i can't find any bug in this app telegram. this is an unbelievable app. i am recommend this app for messaging.
14772,good
14773,ok
14774,good app
14775,nice one
14776,llamadas grupales y nesecitamos las historia
14777,i am not able to take video call or an audio call. it shows connecting and then after few seconds it shows failed to connect. please solve this bug or problem
14778,its better than other app and there is no network problem
14779,is that another way to restore deleted chat history?
14780,good app
14782,ok
14783,the house of fraud people's
14784,nice
14785,
14786,whatsapp for what ?¿??? telegram is good more
14787,i can't send a file through telegram. it shows unsupported error on my device whereas the other devices can send the file across easily. what is happening?!
14788,fastest
14789,excellent app
14790,يجنن🥺♥️
14791,nice and best
14792,good app
14793,once getting single file download on app i used to download it on phone separately but now after the completion of download it auto download itself on phone thus creating multiple copies without the name please resolve it asap on next update.
14794,what's app fb messenger and instagram are all down.... now the entire world will install telegram... #russia #stints #nevus
14795,no network issue
14796,useful
14797,🤩
14798,best
14799,and toyota
14800,its awesome app
14801,waste
14802,very good
14803,add status that i change the total platform
14804,super
14805,good comfortable easy to access
14806,hye this app is very amazing
14807,this app is really going to be the toughest competitor off whatsapp with every update they add new features so i can %say it's going to beat whatsapp
14808,have no hidden chat and account.
14809,to good application thanks for public profit thanks ❤️
14810,عالی
14811,perfect
14812,great app
14813,wow . wow . best app in history
14814,"this app not working video calling. and this app always saying online,,"
14815,good
14816,"my phone running on lollipop , restart overtime i share a video.."
14817,nice app
14818,not good
14819,set
14820,❤️
14821,"please make an independent tray for music which won't just disappear once i play a voice or a video message from a friend. often it causes me not playing a voice message, because my music will get cut. and i don't like to interfere my friends music sessions too. thought it would have already come long time ago. i'm sure many users have the same problems. this little detail will be quite a worthy and useful improvement, which can directly influence communication experience."
14822,awesome
14823,lovely app
14824,my most far app i terms of watching movies and anime
14825,"simple, useful"
14826,good
14827,assam app
14828,good
14829,super
14830,it's good
14831,fantastic and uncensored!
14832,best ap
14833,add options for group admin now everyone can started voice chats. add timer for new voice chat
14834,good app
14835,nice
14836,nice app
14837,good
14838,it's ok. but sometimes the message goes delayed.
14839,..nice apk...thanks
14840,great
14841,very good
14842,disappointingonce i use it for a huge daily transaction.now it is non functional to me
14843,good
14844,what the heck is the i can't install party acc also can't open my payment bank if my money struct in this app then i will make an f i r against this app other wise fix it vastly
14845,lovely
14846,customer support is taking forever to resolve a mistake made by them which costs around 30 percent of my trading capital stay away from party money if you willing to preserve your capital
14847,awesome
14848,good...
14849,"very bad very bad very bad very bad very much bad customer service. i'm repeatedly trying to connect with the customer care but each the they say either top not recieved or app pin not correct. you have deducted my balance against a wrong upi id which doesn't have even upi id. but now showing that transaction was successful. now i'm thing to connect you but every time you are disconnecting my call. this is very much poor party, if not reversed my payment at earliest, i'll take legal action."
14850,all in one
14851,good
14852,good experience
14853,excellent
14854,good service
14855,good
14856,nice ....
14857,it's wonderful and very useful n time saving app
